Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,County,Metro Area,Phone Number Combined,Primary SIC Description,Primary SIC Year Appeared,SIC Code 1 Description,Location Sales Volume Actual,Location Employee Size Range,Own or Lease
Institute-Real Est MGMT Nj,Gerri,Amam,600 Main St # 7,Riverton,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 303-0190,Real Estate Management,2009,Real Estate Management,"$357,000",1 to 4,Lease
Interstate Realty Management,Kimberlee,Schreiber,3 E Stow Rd # 100,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 596-0500,Real Estate Management,2010,Real Estate Management,"$595,000",5 to 9,Unknown
Irem Delaware Valley Chapter,Joann,Mckay,600 Main St # 7,Riverton,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 786-9260,Real Estate Management,1992,Real Estate Management,"$476,000",1 to 4,Own
Ironwood Development Inc,Mary,Vogt,618 E Main St,Bridgewater,NJ,08807,Somerset,"New York, NY-NJ",(908) 231-6611,Real Estate Management,2012,Real Estate Management,"$135,000",1 to 4,Unknown
J & J Assoc,Business,Owner,1967 Oak Tree Rd,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 744-9112,Real Estate Management,2004,Real Estate Management,"$380,000",1 to 4,Unknown
J Morgan Property Management,Business,Owner,141 High St,Mount Holly,NJ,08060,Burlington,"Phl, PA-NJ-DE-MD",(609) 281-7711,Real Estate Management,2021,Real Estate Management,"$476,000",1 to 4,Lease
J Properties LLC,Joe,Scarpati,795 Route 70 E # J,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 983-8800,Real Estate,2005,Real Estate,"$595,000",5 to 9,Own
J T I REAL Estate LLC,Lic,Jti,80 W 2nd St # 101,Bound Brook,NJ,08805,Somerset,"New York, NY-NJ",(908) 450-7388,Real Estate,2013,Real Estate,"$674,000",5 to 9,Unknown
Jacobson Goldfarb Tanzman,Jeffies,Shine,10 Woodbridge Ctr Dr # 405,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 750-5757,Real Estate Management,2015,Real Estate Management,"$380,000",1 to 4,Own
Jagii Properties LLC,Business,Owner,22 Mitchell Dr,Monroe,NJ,08831,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Jamco Property Management,Business,Owner,380 Doolittle Dr,Bridgewater,NJ,08807,Somerset,"New York, NY-NJ",(908) 722-6966,Real Estate Management,2007,Real Estate Management,"$270,000",1 to 4,Lease
JB Management Svc,Business,Owner,40 John Singer Sargent Way,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 767-6888,Real Estate Management,2012,Real Estate Management,"$238,000",1 to 4,Unknown
JBL Realty Management,Jonathan,Brinck-Lund,242 Old New Brnswk Rd # 385,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 981-9178,Real Estate Management,2009,Real Estate Management,"$632,000",5 to 9,Own
Jeffrey Meisner-Barron Realty,Jeffrey,Meisner,655 Rahway Ave,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 690-7425,Real Estate Management,2023,Real Estate Management,"$127,000",1 to 4,Own
JLS Engineering,Ronald,Struminger,54 Charles St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 828-0230,Real Estate,2006,Real Estate,"$380,000",1 to 4,Own
Jo Ann Mckay LLC,Business,Owner,600 Main St,Riverton,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 829-8939,Real Estate Management,2009,Real Estate Management,"$238,000",1 to 4,Lease
Jonas Realty,Jonathan,Stirberg,1075 Easton Ave # 2,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 249-5999,Real Estate Management,1994,Real Estate Management,"$270,000",1 to 4,Unknown
Joseph Tersigni-Weichert & Reg,Joseph,Tersigni,9 W Main St,Clinton,NJ,08809,Hunterdon,"New York, NY-NJ",(908) 399-3582,Real Estate Management,2023,Real Estate Management,"$240,000",1 to 4,Lease
Jule Management Group LLC,Business,Owner,116 Grand St # 2,Iselin,NJ,08830,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2016,Real Estate Management,"$506,000",1 to 4,Own
K Johnson Enterprises,Business,Owner,K Johnson Blvd,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-0085,Real Estate Management,2012,Real Estate Management,"$238,000",1 to 4,Own
Kamson Corp,Cheryl,Speis,51 Finn Rd,Hampton,NJ,08827,Hunterdon,"New York, NY-NJ",(908) 238-9610,Real Estate,2009,Real Estate,"$360,000",1 to 4,Own
Keystone Mountain Lakes Regl,Joseph J,Corcoran,Raritan Plaza Ii Fieldcrest Av,Edison,NJ,08818,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$380,000",1 to 4,Lease
Kimberley Dabrowski-Coldwell,Kimberley,Dabrowski,442 Route 202/206,Bedminster,NJ,07921,Somerset,"New York, NY-NJ",(908) 658-9000,Real Estate Management,2024,Real Estate Management,"$135,000",1 to 4,Unknown
King Properties LLC,Business,Owner,843 King George Rd,Fords,NJ,08863,Middlesex,"New York, NY-NJ",(732) 661-6812,Real Estate Management,2014,Real Estate Management,"$253,000",1 to 4,Own
Kingdom Kids Acad-Piscataway,Business,Owner,600 Roosevelt Ave,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 626-5959,Real Estate Management,2016,Real Estate Management,"$632,000",5 to 9,Own
Kings Grant,David,Morelli,21 Kings Grant Dr,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 983-6719,Real Estate Management,2000,Real Estate Management,"$951,000",5 to 9,Own
Knauer Realty Corp,Leonard,Knauer,5 Johnson Dr # 1,Raritan,NJ,08869,Somerset,"New York, NY-NJ",(908) 526-7600,Real Estate Management,1990,Real Estate Management,"$674,000",5 to 9,Lease
Knightsbridge Realty LLC,Business,Owner,30 Knightsbridge Rd,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 885-0319,Real Estate,2012,Real Estate,"$380,000",1 to 4,Own
Knowles Management LLC,Business,Owner,1225 State Route 31 # 324,Lebanon,NJ,08833,Hunterdon,"New York, NY-NJ",(908) 730-7469,Real Estate Management,2008,Real Estate Management,"$240,000",1 to 4,Own
Kustom Car Repair,Kevin,Clifton,487 Woodlane Rd,Westampton,NJ,08060,Burlington,"Phl, PA-NJ-DE-MD",(609) 877-7544,Real Estate Management,2009,Real Estate Management,"$357,000",1 to 4,Own
L M Dellova Properties LLC,Business,Owner,309 Burlington Ave,Delanco,NJ,08075,Burlington,"Phl, PA-NJ-DE-MD",(856) 461-2405,Real Estate Management,2019,Real Estate Management,"$238,000",1 to 4,Own
L N S Real Estate LLC,Rhonda,Copp,1111 Brookside Rd,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2015,Real Estate Management,"$253,000",1 to 4,Lease
Laila Tabash,David C,Marine,50 Princeton Hightstown Rd,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",(609) 496-6612,Real Estate Management,2018,Real Estate Management,"$506,000",1 to 4,Lease
Lakeview Developers LTD,Nichele,Bervine,1 Kulas Ln # 639,Parlin,NJ,08859,Middlesex,"New York, NY-NJ",(732) 727-8833,Real Estate Management,2006,Real Estate Management,"$759,000",5 to 9,Lease
Larken Associates,Robert,Marek,1250 State Route 28 # 101,Branchburg,NJ,08876,Somerset,"New York, NY-NJ",(908) 874-8686,Real Estate Management,2016,Real Estate Management,"$674,000",5 to 9,Unknown
Legacy Realty Group LLC,Joanna,Andrade,7 State Route 27,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 744-0400,Real Estate,2012,Real Estate,"$506,000",5 to 9,Own
Leigh Avenue LLC,Business,Owner,44 Leigh Ave,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 924-1670,Real Estate,2012,Real Estate,"$253,000",1 to 4,Own
Leigh Properties LLC,Business,Owner,35 Leigh St,Clinton,NJ,08809,Hunterdon,"New York, NY-NJ",(908) 735-7608,Real Estate Management,2010,Real Estate Management,"$360,000",1 to 4,Own
Lemonbrew Realty NC LLC,Business,Owner,1800 E State St # 220,Trenton,NJ,08609,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Lease
Leon Realty LLC,Business,Owner,121 Union Ave,Middlesex,NJ,08846,Middlesex,"New York, NY-NJ",(732) 271-5921,Real Estate,2015,Real Estate,"$380,000",1 to 4,Own
Liberty Village Management,Business,Owner,200 Liberty Village Dr,Warren,NJ,07059,Somerset,"New York, NY-NJ",(908) 604-6916,Real Estate Management,2013,Real Estate Management,"$405,000",1 to 4,Lease
Liddel Avenue LLC,Business,Owner,33 Liddle Ave,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 225-0216,Real Estate,2007,Real Estate,"$506,000",1 to 4,Lease
Lisa Middleton-Coldwell Banker,Lisa,Middleton,442 Route 202/206,Bedminster,NJ,07921,Somerset,"New York, NY-NJ",(908) 872-4027,Real Estate Management,2023,Real Estate Management,"$135,000",1 to 4,Own
Logistic Realty LLC,Elise,Hettler,22 Distribution Blvd,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 738-8888,Real Estate Management,2008,Real Estate Management,"$632,000",5 to 9,Lease
Lower County Property Mgmt,Monica,Seery,Interstate Barclay St,Jamesburg,NJ,08831,Middlesex,"New York, NY-NJ",(732) 521-5003,Apartments,1991,Apartments,"$659,000",1 to 4,Own
M & S Invstmnt At Davenport,Robert,Weiss,41 Bayard St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 418-1777,Real Estate Management,2011,Real Estate Management,"$506,000",1 to 4,Own
M Romano Realty LLC,Business,Owner,126 N Broadway,South Amboy,NJ,08879,Middlesex,"New York, NY-NJ",(732) 721-0396,Real Estate,2014,Real Estate,"$506,000",1 to 4,Own
M Square Real Estate LLC,Cristina,Stoicescu,63 Mountain Blvd,Watchung,NJ,07069,Somerset,"New York, NY-NJ",(908) 941-7682,Real Estate Management,2019,Real Estate Management,"$405,000",1 to 4,Own
Madison Marquette,Business,Owner,10 Schalks Crossing Rd,Plainsboro,NJ,08536,Middlesex,"New York, NY-NJ",(202) 741-3800,Real Estate Investments,2019,Real Estate Investments,"$506,000",1 to 4,Lease
Main Street Realty LLC,Business,Owner,2077 Oak Tree Rd,Edison,NJ,08820,Middlesex,"New York, NY-NJ",(732) 549-9000,Real Estate Management,2013,Real Estate Management,"$759,000",5 to 9,Unknown
Manhattan Management Co LLC,Haley,Berk,3001 Route 130,Delran,NJ,08075,Burlington,"Phl, PA-NJ-DE-MD",(856) 461-4487,Business Management Consultants,2010,Business Management Consultants,"$399,000",1 to 4,Lease
Mark Cali Realty Corp,Business,Owner,500 College Rd E,Princeton,NJ,08540,Middlesex,"New York, NY-NJ",(609) 452-0652,Real Estate Management,2012,Real Estate Management,"$253,000",1 to 4,Own
Marmaco Management LLC,Business,Owner,101 U S Highway No 130 S,Cinnaminson,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 829-3225,Real Estate Management,1998,Real Estate Management,"$357,000",1 to 4,Own
Martinsvile Road Realty II,Business,Owner,152 Liberty Corner Rd # 203,Warren,NJ,07059,Somerset,"New York, NY-NJ",(908) 647-2089,Real Estate,2018,Real Estate,"$405,000",1 to 4,Own
Master Keys Realty Group,Michelle,Keys,100 E Broad St,Palmyra,NJ,08065,Burlington,"Phl, PA-NJ-DE-MD",(856) 786-1539,Real Estate,2020,Real Estate,"$238,000",1 to 4,Lease
Maurice Browning Inc,Mary A,Browning,2 Somerset St,Hopewell,NJ,08525,Mercer,"Trenton, NJ",(609) 466-2640,Real Estate Management,1984,Real Estate Management,"$127,000",1 to 4,Unknown
Maximun Realty,Walter,Horzempa,325 Centre St,Trenton,NJ,08611,Mercer,"Trenton, NJ",(609) 394-9600,Real Estate Management,2009,Real Estate Management,"$379,000",1 to 4,Unknown
Mccay Real Estate Corp,Business,Owner,2275 Highway 33 # 305,Hamilton,NJ,08690,Mercer,"Trenton, NJ",(609) 586-5445,Real Estate,1990,Real Estate,"$253,000",1 to 4,Lease
Medford Property Mgmt LLC,Business,Owner,591 Cherry Valley Rd,Princeton,NJ,08540,Somerset,"New York, NY-NJ",(609) 430-1943,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
Mem Property Management Co Inc,Catharine,Harm,3 Executive Dr # 350,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 296-6660,Real Estate Management,2018,Real Estate Management,"$539,000",1 to 4,Lease
Mercer County Chapter,Business,Owner,PO Box 142,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$506,000",1 to 4,Lease
Meridian Services,Paul,Van Cleve,3024 S Broad St # A,Trenton,NJ,08610,Mercer,"Trenton, NJ",(609) 920-8800,Real Estate Management,2010,Real Estate Management,"$885,000",5 to 9,Own
Merwick Stanworth,Loydes,Vasquez,122 Stanworth Ln,Princeton,NJ,08540,Mercer,"Trenton, NJ",(609) 924-3000,Apartments,2019,Apartments,"$709,000",1 to 4,Lease
Metro Commercial,Business,Owner,307 Fellowship Rd # 300,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 866-1900,Real Estate Management,2014,Real Estate Management,"$476,000",1 to 4,Lease
Metrotop Plaza Assoc,Jim,Komatsu,111 Wood Ave S # 111,Iselin,NJ,08830,Middlesex,"New York, NY-NJ",(732) 750-1111,Real Estate Management,2011,Real Estate Management,"$632,000",5 to 9,Lease
Metroview Office LLC,Raymond,Mellett,333 Thornall St # 103,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 321-4157,Real Estate,2009,Real Estate,"$506,000",1 to 4,Lease
Mian Realty,Hilal,Jalel,45 N Gaston Ave,Somerville,NJ,08876,Somerset,"New York, NY-NJ",(908) 725-2199,Apartments,2012,Apartments,"$558,000",1 to 4,Lease
Midlantic Propertey Management,Business,Owner,247 Raritan Ave,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 247-0813,Real Estate Management,2014,Real Estate Management,"$632,000",5 to 9,Unknown
Millennium 21 Realty,James C,Finkel,15 N Gaston Ave,Somerville,NJ,08876,Somerset,"New York, NY-NJ",(908) 541-0050,Real Estate,2005,Real Estate,"$539,000",1 to 4,Lease
Montgomery Hills Master Assn,Business,Owner,802 Mckinley Ct,Princeton,NJ,08540,Mercer,"Trenton, NJ",(609) 252-9303,Real Estate Management,2004,Real Estate Management,"$135,000",1 to 4,Unknown
Moorestown Arts Advisory Cncl,Peter F,Fascia,PO Box 465,Moorestown,NJ,08057,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$476,000",1 to 4,Lease
Morford & Dodds Realty,Peter,Dodds,163 Nassau St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 924-4268,Real Estate,2005,Real Estate,"$885,000",5 to 9,Unknown
Morgan Management,Helen,Roberts,37 N Maple Ave,Marlton,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 983-0370,Management Services,2022,Management Services,"$480,000",1 to 4,Lease
Mosseri Realty LLC,David,Mosseri,12 Parkway Pl,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 634-3953,Real Estate Management,2010,Real Estate Management,"$380,000",1 to 4,Lease
National Council-Negro Women,Angela,Battle,PO Box 693,Princeton Junction,NJ,08550,Mercer,"Trenton, NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$506,000",1 to 4,Unknown
National Council-Negro Women,Cheryl,Wilson,PO Box 736,Somerville,NJ,08876,Somerset,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$405,000",1 to 4,Lease
National Council-Negro Women,Wendy L,Tabor,PO Box 3162,Willingboro,NJ,08046,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$476,000",1 to 4,Lease
National Realty Dev MN Corp,Charles,Bryant,107a Corporate Ct # F,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 757-1232,Real Estate Management,2015,Real Estate Management,"$506,000",1 to 4,Own
NCV Developers Inc,Ivan,Sobel,90 Woodbridge Ctr Dr # 600,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 750-1111,Real Estate Management,2012,Real Estate Management,"$380,000",1 to 4,Lease
New Jersey Blockchain Council,Business,Owner,180 Talmadge Road Igo Bldg,Edison,NJ,08817,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$380,000",1 to 4,Lease
New Jersey Council For Social,Hank,Bitten,640 Bartholomew Rd # 103,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2023,Real Estate Management,"$380,000",1 to 4,Lease
New Jersey Fairfield Invest,Business,Owner,326 Mountain Ave,North Plainfield,NJ,07060,Somerset,"New York, NY-NJ",(908) 222-1299,Real Estate Management,2014,Real Estate Management,"$270,000",1 to 4,Own
New Vistas Corp,Lynn,Callahan,300 Kimball St # 206,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 602-0017,Real Estate Management,1992,Real Estate Management,"$380,000",1 to 4,Lease
Octagon NB Partners LLC,Business,Owner,1846 US Highway 1,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 658-1992,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Om Realty Businesses LLC,Raman,Shah,665 State Route 27,Iselin,NJ,08830,Middlesex,"New York, NY-NJ",(732) 283-8667,Real Estate,2005,Real Estate,"$127,000",1 to 4,Lease
One Possum Town LLC,Business,Owner,1 Possumtown Rd,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 967-6354,Real Estate,2013,Real Estate,"$380,000",1 to 4,Own
Onyx Equitie,Business,Owner,1001 Durham Ave,South Plainfield,NJ,07080,Middlesex,"New York, NY-NJ",(908) 444-8466,Real Estate Management,2012,Real Estate Management,"$253,000",1 to 4,Unknown
Otr Associates,Raymond,Turner,4 Cornwall Dr # 222,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 238-3400,Real Estate Management,2001,Real Estate Management,"$759,000",5 to 9,Own
Palmer Enterprises,Kathleen,Palmer,39 Olcott Sq # A,Bernardsville,NJ,07924,Somerset,"New York, NY-NJ",(908) 766-1314,Real Estate Management,1992,Real Estate Management,"$270,000",1 to 4,Own
Palmer Sq Mangmt Inc,Anita,Fresolone,40 Nassau St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 924-3884,Real Estate Management,2014,Real Estate Management,"$506,000",1 to 4,Unknown
Palmer Square Management,Lori,Rabon,40 Nassau St,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 921-2333,Real Estate Management,2015,Real Estate Management,"$758,000",5 to 9,Own
Palmer Square Management LLC,Business,Owner,27 Palmer Sq W,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 683-1146,Real Estate Management,2012,Real Estate Management,"$379,000",1 to 4,Lease
Patterson Realty Advisors,Business,Owner,774 Eayrestown Rd,Lumberton,NJ,08048,Burlington,"Phl, PA-NJ-DE-MD",(609) 265-9995,Real Estate,2005,Real Estate,"$476,000",1 to 4,Own
PC Mc Realty LLC,Business,Owner,157 Whitehead Ave,South River,NJ,08882,Middlesex,"New York, NY-NJ",(732) 390-0487,Real Estate,2011,Real Estate,"$380,000",1 to 4,Own
PK Management,Yolanda,Mack,312 Lalor St,Trenton,NJ,08611,Mercer,"Trenton, NJ",(609) 984-8817,Real Estate Management,2016,Real Estate Management,"$253,000",1 to 4,Lease
Pleasant Valley Apartments,Melissa,Sheil,531 Kings Hwy,Moorestown,NJ,08057,Burlington,"Phl, PA-NJ-DE-MD",(856) 235-1516,Apartments,2005,Apartments,"$716,000",1 to 4,Lease
Pool & Spa Enclosures,Alex,Stonkus,10 Centre Dr,Monroe Township,NJ,08831,Middlesex,"New York, NY-NJ",(609) 655-8898,Real Estate Management,2008,Real Estate Management,"$380,000",1 to 4,Lease
PRC Management Co Inc,Business,Owner,1130 Sunset Rd,Burlington,NJ,08016,Burlington,"Phl, PA-NJ-DE-MD",(609) 733-4978,Real Estate Management,2017,Real Estate Management,"$238,000",1 to 4,Own
Premier Properties-New Brnswck,Mitch,Broder,205 Easton Ave,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 246-7048,Real Estate,2019,Real Estate,"$632,000",5 to 9,Lease
Prestige Agency,John E,Pakenham Jr,900 Livingston Ave,North Brunswick,NJ,08902,Middlesex,"New York, NY-NJ",(732) 846-6677,Real Estate Management,2005,Real Estate Management,"$380,000",1 to 4,Lease
Princeton Ave Assoc,Gregory,Dennis,200 Americn Metro Blvd # 112,Trenton,NJ,08619,Mercer,"Trenton, NJ",(609) 631-8915,Real Estate Management,2014,Real Estate Management,"$632,000",5 to 9,Lease
Pro Logis,Business,Owner,66 Station Rd,Cranbury,NJ,08512,Middlesex,"New York, NY-NJ",(609) 655-4964,Real Estate,2008,Real Estate,"$380,000",1 to 4,Own
Professional Property Mgmt Inc,Dinesh,Behal,PO Box 11377,New Brunswick,NJ,08906,Middlesex,"New York, NY-NJ",(732) 645-8180,Real Estate Management,2015,Real Estate Management,"$380,000",1 to 4,Lease
Property Management Svc,Lisa M,Creelman,22 Washington St,Mount Holly,NJ,08060,Burlington,"Phl, PA-NJ-DE-MD",(609) 267-5553,Real Estate,1991,Real Estate,"$595,000",5 to 9,Own
Pugliese Properties LLC,Vincent,Pugliese,219 Nassau St # 1,Princeton,NJ,08542,Mercer,"Trenton, NJ",(609) 356-0279,Real Estate,2009,Real Estate,"$379,000",1 to 4,Unknown
Quick Property Management Inc,Business,Owner,349 State Route 31,Flemington,NJ,08822,Hunterdon,"New York, NY-NJ",(908) 751-5692,Real Estate Management,2012,Real Estate Management,"$360,000",1 to 4,Lease
R A De Paola Inc Realtors,Nicholas,Depaola,9 Upper Ferry Rd,Ewing,NJ,08628,Mercer,"Trenton, NJ",(609) 883-4280,Real Estate Management,1984,Real Estate Management,"$632,000",5 to 9,Unknown
R C Reinhold Realtors,Dave,Shafer,310 Ward Ave # 7,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-7667,Real Estate Management,1993,Real Estate Management,"$238,000",1 to 4,Own
R H Mosier Inc,Karl,Mosier,2909 Marne Hwy # A,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 778-0880,Real Estate,1985,Real Estate,"$357,000",1 to 4,Own
Radiant Property Management,Business,Owner,224 Coolidge Ave,Trenton,NJ,08618,Mercer,"Trenton, NJ",(609) 802-0903,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Lease
Rainmakers Realty LLC,Business,Owner,30 Knightsbridge Rd # 525,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",Not Available,Real Estate Management,2021,Real Estate Management,"$253,000",1 to 4,Own
Raritan Tenants Corp,Mary,Vandoren,25 York Dr,Edison,NJ,08817,Middlesex,"New York, NY-NJ",(732) 572-1117,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Own
RCB Investment Consultant LLC,Roy,Ludwick,101 US Highway 130 S,Cinnaminson,NJ,08077,Burlington,"Phl, PA-NJ-DE-MD",(856) 499-2481,Real Estate,2012,Real Estate,"$357,000",1 to 4,Own
RCR Management Co LLC,Pete,Schafer,310 Ward Ave # 7,Bordentown,NJ,08505,Burlington,"Phl, PA-NJ-DE-MD",(609) 298-7667,Real Estate Management,2018,Real Estate Management,"$476,000",1 to 4,Unknown
Readington Associates,Josh,Adler,160 Raritan Center Pkwy # 20,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 225-5000,Real Estate Management,2000,Real Estate Management,"$885,000",5 to 9,Lease
Real Dave Inc,Business,Owner,313 W Broad St,Burlington,NJ,08016,Burlington,"Phl, PA-NJ-DE-MD",Not Available,Real Estate Management,2023,Real Estate Management,"$357,000",1 to 4,Lease
Real Estate Strategies Corp,Business,Owner,293 State Route 18 # D,East Brunswick,NJ,08816,Middlesex,"New York, NY-NJ",(732) 868-0000,Real Estate Management,2011,Real Estate Management,"$380,000",1 to 4,Unknown
Red Hawk Realty,Bruce,Carnegie,41 Bayard St,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 220-1700,Real Estate,2011,Real Estate,"$380,000",1 to 4,Own
Regency Management Group LLC,Glen,Masullo,35 Clyde Rd,Somerset,NJ,08873,Somerset,"New York, NY-NJ",(732) 873-1258,Real Estate Management,1996,Real Estate Management,"$809,000",5 to 9,Lease
Regency Real Estate,Business,Owner,10 N Maple Ave,Evesham,NJ,08053,Burlington,"Phl, PA-NJ-DE-MD",(856) 596-5771,Real Estate Management,2009,Real Estate Management,"$238,000",1 to 4,Lease
Rekab Management Inc,Business,Owner,120 Russell St,Woodbridge,NJ,07095,Middlesex,"New York, NY-NJ",(732) 510-7833,Management Services,2014,Management Services,"$476,000",1 to 4,Unknown
Reliance Property Mgmt Group,Tejas,Kadia,94 Church St # 303,New Brunswick,NJ,08901,Middlesex,"New York, NY-NJ",(732) 703-6301,Real Estate Management,2015,Real Estate Management,"$759,000",5 to 9,Lease
Richard Meyers-Keller Williams,Richard,Meyers,513 S Lenola Rd,Moorestown,NJ,08057,Burlington,"Phl, PA-NJ-DE-MD",(609) 668-9774,Real Estate Management,2023,Real Estate Management,"$119,000",1 to 4,Own
River Valley Realty,Kim,Bacso,45 N Main St,Lambertville,NJ,08530,Hunterdon,"New York, NY-NJ",(609) 397-3007,Real Estate,2012,Real Estate,"$960,000",5 to 9,Unknown
RK Forest LLC,Business,Owner,150 Forest Glen Dr,Highland Park,NJ,08904,Middlesex,"New York, NY-NJ",(732) 246-1903,Real Estate Management,2018,Real Estate Management,"$253,000",1 to 4,Lease
Roebling Lofts,Business,Owner,71 Clark St,Trenton,NJ,08611,Mercer,"Trenton, NJ",(609) 310-3993,Apartments,2016,Apartments,"$473,000",1 to 4,Unknown
Rolling Journey Realty Corp,Business,Owner,79 Old Clinton Rd,Flemington,NJ,08822,Hunterdon,"New York, NY-NJ",(908) 237-0484,Real Estate Management,2014,Real Estate Management,"$480,000",1 to 4,Own
Roselle Urban Renewal LLC,Business,Owner,200 Greenbrook Rd,North Plainfield,NJ,07060,Somerset,"New York, NY-NJ",(908) 445-7382,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
Roselle Urban Renewal LLC,Business,Owner,300 Greenbrook Rd,North Plainfield,NJ,07060,Somerset,"New York, NY-NJ",(908) 445-7972,Real Estate Management,2017,Real Estate Management,"$270,000",1 to 4,Unknown
Rossi Management Consulting,Joe,Rossi,75 Claremont Rd # 301,Bernardsville,NJ,07924,Somerset,"New York, NY-NJ",(908) 696-9770,Real Estate Management,2000,Real Estate Management,"$270,000",1 to 4,Own
Rudner Real Estate Development,Business,Owner,139 Gaither Dr # H,Mount Laurel,NJ,08054,Burlington,"Phl, PA-NJ-DE-MD",(856) 608-0425,Real Estate,2013,Real Estate,"$238,000",1 to 4,Own
S K Realty & Development Corp,Business,Owner,330 S Randolphville Rd,Piscataway,NJ,08854,Middlesex,"New York, NY-NJ",(732) 465-3535,Real Estate,2013,Real Estate,"$380,000",1 to 4,Own
S L Management GROUP,Jimmy,Constantakis,101 Fieldcrest Ave,Edison,NJ,08837,Middlesex,"New York, NY-NJ",(732) 346-0387,Real Estate Management,2009,Real Estate Management,"$127,000",1 to 4,Lease
